Product Name,Price,Rating,No of Reviews,ASIN,Manufacturer,URL
"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",4.1 out of 5 stars,544,‎B0B69M182Q,‎AcefourAccessoriesPvt.Ltd.,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTozNjczNTY4NjYxMzIyNjA0OjE2OTMyMjE4MjY6c3BfbXRmOjIwMDYzNzg0NDU4Mzk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_44_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221826%26sprefix%3Dba%252Caps%252C283%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",399,4.0 out of 5 stars,195,‎B0C2D2Q52R,‎‎TabelitoTradeIndia,https://www.amazon.in//Tabelito-NEO-Backpack-Business-Compartment/dp/B0C2D2Q52R/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1693221826&sprefix=ba%2Caps%2C283&sr=8-45
"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",599,3.6 out of 5 stars,283,‎B0BYB631NR,‎Ramaluxurystore,https://www.amazon.in//TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1693221826&sprefix=ba%2Caps%2C283&sr=8-46
"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",399,4.3 out of 5 stars,"13,295",B07K8KLB3P,‎Ramaluxurystore,https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1693221826&sprefix=ba%2Caps%2C283&sr=8-47
"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","1,399",4.3 out of 5 stars,907,‎B0BTD4S4XF,‎EXPERTS,https://www.amazon.in//American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1693221826&sprefix=ba%2Caps%2C283&sr=8-48
NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,255.,3.9 out of 5 stars,"3,866",B07FWQ9HRV,"Freewill Sports Private Limited, Freewill Sports Private Limited - 391 Leather Complex Kapurthala Road Jalandhar,144021 (Punjab) Contact No. - 0181-5057000,5099000",https://www.amazon.in//Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1693221826&sprefix=ba%2Caps%2C283&sr=8-49
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,339,3.8 out of 5 stars,"2,553",‎B07GXYHFCY,‎No,https://www.amazon.in//DZert-School-Polyester-Backpack-White/dp/B07GXYHFCY/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1693221826&sprefix=ba%2Caps%2C283&sr=8-50
NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,501,4.2 out of 5 stars,"3,518",B071KNXQ7Y,"Freewill Sports Private Limited, Freewill Sports Pvt Ltd. - 391 Leather Complex Kapurthala Road Jalandhar,144021 (Punjab) Contact No. - 0181-5057000,5099000",https://www.amazon.in//Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1693221826&sprefix=ba%2Caps%2C283&sr=8-51
"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",959,3.7 out of 5 stars,"1,060",‎B09B2581S9,‎SafariIndustries,https://www.amazon.in//Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1693221826&sprefix=ba%2Caps%2C283&sr=8-52
FRBG-NAVY BLUE LAPTOP BACKPACK,799,5.0 out of 5 stars,1,‎B0B5VHV5NH,"‎FOREVERBAGSIBLDNG.NO.B7B,GALANO.102/103/104,ParasnathComplex,Bhiwandi-421302",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTozNjczNTY4NjYxMzIyNjA0OjE2OTMyMjE4MjY6c3BfYnRmOjIwMTAzMjc2MzA0MTk4OjowOjo&url=%2FGeneric-FRBG-004-FRBG-NAVY-LAPTOP-BACKPACK%2Fdp%2FB0B5VHV5NH%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221826%26sprefix%3Dba%252Caps%252C283%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
uppercase 14 Ltrs Medium (14.6 Inch) Laptop Backpack 2100EBP1 Roll Top Office College 3x More Water Repellent Sustainable Bags With Rainproof Zippers For Unisex,"1,000",4.2 out of 5 stars,182,‎B0B691HSL3,‎AcefourAccessoriesPvt.Ltd.,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTozNjczNTY4NjYxMzIyNjA0OjE2OTMyMjE4MjY6c3BfYnRmOjIwMDk3NTc5NTAxNzk4OjowOjo&url=%2FUppercase-Medium-Laptop-Backpack-2100Ebp1%2Fdp%2FB0B691HSL3%2Fref%3Dsr_1_54_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221826%26sprefix%3Dba%252Caps%252C283%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
